"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-12","0.00","64","75","54"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-13","0.00","62","73","50"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-14","0.00","63","72","54"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-15","0.06","63","72","54"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-16","0.00","62","69","55"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-17","0.00","57","66","47"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-18","0.00","60","72","46"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-19","0.00","56","72","40"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-20","0.00","58","75","41"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-21","0.00","59","77","40"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-22","0.00","57","71","43"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-23","0.00","58","64","52"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-24","0.00","61","72","51"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-25","0.00","62","76","48"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-26","0.00","63","79","46"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-27","0.00","64","81","48"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-28","0.02","61","69","54"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-29","0.00","61","72","51"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-09-30","0.00","59","70","47"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-01","0.00","60","73","46"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-02","0.00","61","75","46"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-03","0.00","60","75","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-04","0.00","56","68","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-05","0.00","60","70","50"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-06","0.00","60","72","46"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-07","0.00","62","76","47"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-08","0.00","60","73","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-09","0.00","59","72","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-10","0.00","57","70","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-11","0.00","54","66","43"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-12","0.00","53","66","39"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-13","0.00","56","71","41"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-14","0.00","57","72","41"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-15","0.00","56","72","41"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-16","0.00","58","75","41"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-17","0.00","55","66","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-18","0.00","55","69","41"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-19","0.00","54","66","41"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-20","0.03","57","70","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-21","0.03","51","54","47"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-22","0.00","51","55","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-23","0.77","45","55","35"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-24","0.09","51","57","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-25","0.58","50","55","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-26","0.29","45","53","37"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-27","0.89","51","54","46"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-28","0.02","53","60","45"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-29","0.43","49","55","43"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-30","0.94","51","52","49"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-10-31","0.00","53","57","48"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-01","0.00","43","54","32"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-02","0.00","42","53","32"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-03","0.00","37","43","32"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-04","0.00","41","45","36"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-05","0.55","44","53","36"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-06","0.25","40","43","37"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-07","0.12","38","42","34"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-08","0.00","36","44","28"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-09","0.00","33","45","21"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-10","0.00","36","43","28"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-11","0.00","42","50","34"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-12","0.00","38","49","27"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-13","0.00","40","49","30"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-14","0.00","39","51","27"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-15","0.00","37","48","27"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-16","0.00","39","48","30"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-17","0.00","44","57","30"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-18","0.00","37","48","27"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-19","0.00","33","46","20"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-20","0.00","35","46","23"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-21","0.33","42","50","34"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-22","0.35","43","47","39"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-23","0.00","45","50","41"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-24","0.42","48","59","36"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-25","0.02","46","48","44"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-26","0.01","41","47","34"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-27","0.00","43","47","39"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-28","0.00","35","43","27"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-29","0.33","31","38","25"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-11-30","0.00","36","42","30"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-01","0.00","26","30","21"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-02","0.00","28","35","21"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-03","0.00","36","41","30"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-04","0.00","30","42","18"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-05","0.00","27","36","18"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-06","0.00","35","37","32"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-07","0.34","38","43","34"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-08","0.02","40","43","36"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-09","0.65","36","41","31"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-10","0.08","42","45","37"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-11","0.00","45","50","40"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-12","0.00","37","44","30"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-13","0.00","34","39","28"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-14","0.00","36","45","28"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-15","0.00","34","41","27"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-16","0.07","33","39","27"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-17","0.16","36","39","34"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-18","0.04","23","23","23"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-19","1.14","19","21","18"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-20","0.00","19","21","18"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-21","0.00","19","25","13"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-22","0.12","15","25","6"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-23","1.08","29","41","18"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-24","0.80","39","45","32"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-25","1.16","47","59","36"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-26","0.73","48","54","42"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-27","0.95","47","51","43"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-28","0.02","44","50","37"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-29","0.66","41","44","37"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-30","0.24","46","52","41"
"CA001106PF7","RICHMOND NATURE PARK, BC CA","49.1667","-123.1","3.0","2022-12-31","0.00","47","54","40"
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-05-20","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-05-21","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-05-22","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-05-23","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-05-24","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-05-25","0.08",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-05-26","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-05-27","0.83",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-05",,,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-06","0.07",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-07","0.07",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-08","0.08",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-09","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-10","1.32",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-11","0.02",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-12","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-13","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-14","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-15","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-16","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-17","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-18","0.17",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-19","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-20","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-21","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-22","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-06-23","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-06",,,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-11",,,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-12","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-13","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-14","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-25",,,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-26","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-27","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-28","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-29","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-30","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-07-31","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-01","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-02","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-03","0.22",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-04","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-05","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-06","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-07","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-08","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-09","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-10","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-11","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-12","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-13","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-14","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-15","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-16","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-17","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-18","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-19","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-20","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-21","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-22","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-23","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-24","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-25","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-26","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-27","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-28","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-29","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-30","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-08-31","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-01","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-02","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-03","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-04","0.20",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-05","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-06","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-07","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-08","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-09","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-10","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-11","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-12","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-13","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-14","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-15","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-16","0.06",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-17","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-18","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-19","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-20","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-21","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-22","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-23","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-24","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-25","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-26","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-27","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-28","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-29","0.06",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-09-30","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-01","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-02","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-03","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-04","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-05","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-06","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-07","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-08","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-09","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-10","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-11","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-12","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-13","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-14","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-15","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-16","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-17","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-18","0.00",,,
"CA1BC000072","VANCOUVER 3.4 WNW, BC CA","49.2588589","-123.1563645","156.1","2022-10-19","0.00",,,
